NA ZA
HG TL
AG JC
CO DG
PU TL
AG SL
BC BS
BC SO
CH SO
SI SO
CH DG
CH CO
DG SI
NA SI
DG ZA
DG ZA
NL TM
NL SL
JC ZA
JC NA
JC MI
CL JC
CL MI
GR MI
SL ZA
SL TM
SL VE
TM VE
PU VE
GR OA
QR YU
CM YU
CM QR
GR MO
CS OA
CS TB
CS VE
TB VE
OA VE
OA PU
HG VE
GT MI
EM MI
GT QT
GT SL
GT JC
MI QT
CO NL
AG ZA
HG EM
GR PU
CX EM
CX MO
CM TB
HG QT
